LAMMPS (22 Jul 2025 - Update 3)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread.
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 2 2 2
Created orthogonal box = (0 0 0) to (12 12 12)
  1 by 1 by 1 MPI processor grid
Created 864 atoms
  using lattice units in orthogonal box = (0 0 0) to (12 12 12)
  create_atoms CPU = 0.001 seconds
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 2.8
  ghost atom cutoff = 2.8
  binsize = 1.4, bins = 9 9 9
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : lj
  Current step  : 0
  Time step     : 0.005
Per MPI rank memory allocation (min/avg/max) = 3.129 | 3.129 | 3.129 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
       320   0.99421798    -3.3219634      1.4896009     -1.8323625     -0.12783541     1728         
       330   1.0071302     -3.3414667      1.5089468     -1.8325199     -0.17458539     1728         
       340   0.98018528    -3.3009612      1.4685762     -1.832385      -0.055948505    1728         
       350   0.97565828    -3.2952804      1.4617936     -1.8334868     -0.0050081415   1728         
       360   0.96193006    -3.2736812      1.4412251     -1.8324561      0.058583953    1728         
       370   0.96808283    -3.2826397      1.4504436     -1.8321962      0.052902253    1728         
       380   0.97828394    -3.2988283      1.4657275     -1.8331008      0.029727945    1728         
       390   0.96956403    -3.2853534      1.4526628     -1.8326906      0.053203787    1728         
       400   0.97156084    -3.2876483      1.4556545     -1.8319938      0.055113755    1728         
       410   0.97249674    -3.2895977      1.4570567     -1.8325409      0.059104949    1728         
       420   1.0029967     -3.3346984      1.5027538     -1.8319445     -0.047331172    1728         
       430   0.98348237    -3.3054257      1.4735161     -1.8319095      0.02018388     1728         
       440   0.96795023    -3.2827103      1.4502449     -1.8324654      0.084559595    1728         
       450   0.97333721    -3.2906633      1.458316      -1.8323473      0.06731027     1728         
       460   0.99287803    -3.321355       1.4875933     -1.8337617     -0.015718907    1728         
       470   0.99048745    -3.316992       1.4840116     -1.8329804      0.0014571164   1728         
       480   0.97189988    -3.288919       1.4561625     -1.8327565      0.086442257    1728         
       490   0.97778928    -3.2981845      1.4649864     -1.8331981      0.059902227    1728         
       500   1.0034329     -3.3360753      1.5034072     -1.832668      -0.057253182    1728         
       510   0.99802491    -3.3282894      1.4953047     -1.8329847     -0.048224927    1728         
       520   0.98144325    -3.3031629      1.470461      -1.8327019      0.027055806    1728         
       530   0.98639667    -3.3104899      1.4778825     -1.8326074      0.032881173    1728         
       540   0.98083481    -3.3022396      1.4695494     -1.8326902      0.048852226    1728         
       550   0.99601136    -3.3251752      1.4922879     -1.8328874     -0.028680406    1728         
       560   0.99000479    -3.3159433      1.4832884     -1.8326549     -0.052279114    1728         
       570   0.99932784    -3.3306091      1.4972568     -1.8333523     -0.11236535     1728         
       580   0.99637566    -3.3263944      1.4928337     -1.8335608     -0.10045293     1728         
       590   0.99528313    -3.324934       1.4911968     -1.8337372     -0.092569416    1728         
       600   0.99161718    -3.3197458      1.4857042     -1.8340416     -0.09337917     1728         
       610   0.98495669    -3.3098138      1.475725      -1.8340887     -0.088482491    1728         
       620   1.0120211     -3.3506464      1.5162746     -1.8343718     -0.19347957     1728         
       630   1.0069475     -3.343331       1.5086731     -1.8346579     -0.14979033     1728         
       640   0.99049462    -3.3187818      1.4840223     -1.8347595     -0.044434431    1728         
       650   0.99322954    -3.3227659      1.48812       -1.8346459     -0.019158656    1728         
       660   0.9991903     -3.3301773      1.4970507     -1.8331265      0.012898723    1728         
       670   0.98778028    -3.3137843      1.4799555     -1.8338288      0.10394071     1728         
       680   0.97605383    -3.2967493      1.4623862     -1.8343631      0.15326503     1728         
       690   1.0104222     -3.3487886      1.5138792     -1.8349094      0.0058575716   1728         
       700   0.9963611     -3.3275116      1.4928119     -1.8346997      0.032850565    1728         
       710   1.008646      -3.3461532      1.5112178     -1.8349354     -0.012650017    1728         
       720   0.99528077    -3.3267412      1.4911932     -1.835548       0.035448603    1728         
       730   0.98308783    -3.3075953      1.472925      -1.8346703      0.07658749     1728         
       740   1.0080456     -3.3438653      1.5103183     -1.833547      -0.019800204    1728         
       750   0.98640509    -3.3111438      1.4778951     -1.8332487      0.041414638    1728         
       760   0.9782746     -3.2994063      1.4657135     -1.8336928      0.071275402    1728         
       770   0.97794631    -3.2987518      1.4652216     -1.8335301      0.069084878    1728         
       780   1.0108029     -3.3487679      1.5144495     -1.8343183     -0.06155746     1728         
       790   0.9807202     -3.3030626      1.4693777     -1.8336849      0.019602578    1728         
       800   0.99448253    -3.3233306      1.4899973     -1.8333334     -0.045588363    1728         
       810   0.98505995    -3.309717       1.4758797     -1.8338373     -0.038827609    1728         
       820   0.98845459    -3.3138834      1.4809658     -1.8329175     -0.06433632     1728         
       830   0.99115475    -3.316914       1.4850114     -1.8319026     -0.085347338    1728         
       840   0.98803963    -3.3122314      1.4803441     -1.8318873     -0.073904348    1728         
       850   0.98670474    -3.310578       1.4783441     -1.8322339     -0.050460119    1728         
       860   0.98273446    -3.3044193      1.4723956     -1.8320237     -0.033959168    1728         
       870   0.98042621    -3.3011504      1.4689372     -1.8322132     -0.013103737    1728         
       880   0.98188857    -3.3037495      1.4711282     -1.8326214     -0.0044892571   1728         
       890   0.99599933    -3.3247319      1.4922698     -1.832462      -0.048626835    1728         
       900   0.99258216    -3.319497       1.48715       -1.832347      -0.029389614    1728         
       910   1.0013869     -3.3323403      1.5003418     -1.8319985     -0.0477352      1728         
       920   0.97619878    -3.2951091      1.4626034     -1.8325057      0.05685797     1728         
       930   0.98560663    -3.3097755      1.4766988     -1.8330767      0.028784092    1728         
       940   0.99116478    -3.3185643      1.4850264     -1.833538      -0.0010839019   1728         
       950   1.0073577     -3.3424243      1.5092877     -1.8331367     -0.054857503    1728         
       960   0.97854435    -3.3006578      1.4661177     -1.8345401      0.059611076    1728         
       970   1.0010926     -3.3345543      1.4999009     -1.8346534      0.0058334508   1728         
       980   0.98261487    -3.3056929      1.4722164     -1.8334765      0.095071777    1728         
       990   0.96360771    -3.2777173      1.4437386     -1.8339787      0.1664501      1728         
      1000   0.9899601     -3.3183994      1.4832215     -1.8351779      0.061783383    1728         
      1010   1.0173761     -3.3593494      1.5242979     -1.8350515     -0.036345864    1728         
      1020   1.012063      -3.3508342      1.5163374     -1.8344967      0.0053884835   1728         
      1030   0.99138199    -3.3198717      1.4853518     -1.8345198      0.083930457    1728         
      1040   1.0238078     -3.3695304      1.5339343     -1.8355962     -0.060330572    1728         
      1050   1.0093439     -3.347136       1.5122635     -1.8348725     -0.029616705    1728         
      1060   1.0096465     -3.3477438      1.5127168     -1.835027      -0.0022788908   1728         
      1070   0.98233683    -3.3073717      1.4717998     -1.835572       0.1192876      1728         
      1080   1.003123      -3.3372901      1.502943      -1.8343471      0.051200556    1728         
      1090   0.99588995    -3.3267754      1.492106      -1.8346694      0.090987285    1728         
      1100   0.9956435     -3.326111       1.4917367     -1.8343743      0.1160105      1728         
      1110   1.0249947     -3.3703199      1.5357126     -1.8346073      0.020282242    1728         
      1120   1.0094926     -3.3461902      1.5124863     -1.8337039      0.063248404    1728         
      1130   1.0127653     -3.3505783      1.5173897     -1.8331886      0.014678993    1728         
      1140   1.010573      -3.3481922      1.514105      -1.8340873     -0.028190562    1728         
      1150   1.0131958     -3.3521842      1.5180347     -1.8341495     -0.087120819    1728         
      1160   1.0181361     -3.3591038      1.5254365     -1.8336673     -0.14331863     1728         
      1170   0.99761405    -3.3283899      1.4946891     -1.8337008     -0.097435596    1728         
      1180   0.99239739    -3.3216809      1.4868732     -1.8348078     -0.096587222    1728         
      1190   0.9973327     -3.3296376      1.4942676     -1.83537       -0.11945996     1728         
      1200   0.99751889    -3.3288389      1.4945465     -1.8342923     -0.093473434    1728         
      1210   0.96285338    -3.2769715      1.4426084     -1.8343631      0.055246943    1728         
      1220   0.99459289    -3.3246954      1.4901626     -1.8345328     -0.056089486    1728         
      1230   0.98337014    -3.307629       1.473348      -1.834281      -0.043891743    1728         
      1240   0.99012349    -3.3175005      1.4834663     -1.8340343     -0.079526376    1728         
      1250   0.99473047    -3.325036       1.4903687     -1.8346672     -0.090522243    1728         
      1260   0.9904908     -3.3192903      1.4840166     -1.8352737     -0.074743941    1728         
      1270   1.0099026     -3.3477273      1.5131006     -1.8346267     -0.12818525     1728         
      1280   1.0102623     -3.3483025      1.5136395     -1.8346631     -0.092180259    1728         
      1290   1.0018575     -3.3365854      1.5010469     -1.8355385     -0.019526591    1728         
      1300   0.9999976     -3.3335261      1.4982603     -1.8352658      0.02063301     1728         
      1310   0.99700991    -3.3283772      1.4937839     -1.8345933      0.050370381    1728         
      1320   0.9940345     -3.3238028      1.489326      -1.8344769      0.062240073    1728         
      1330   1.0029731     -3.3367741      1.5027184     -1.8340557      0.03295419     1728         
      1340   0.99868608    -3.3307477      1.4962953     -1.8344524      0.033941389    1728         
      1350   1.0080297     -3.3450117      1.5102945     -1.8347172     -0.036429607    1728         
      1360   0.99586809    -3.3262776      1.4920732     -1.8342045     -0.006365353    1728         
      1370   0.97809749    -3.2998772      1.4654482     -1.8344291      0.067569113    1728         
      1380   0.97696924    -3.2983394      1.4637577     -1.8345816      0.054467806    1728         
      1390   1.0089146     -3.3472005      1.5116203     -1.8355802     -0.10077303     1728         
      1400   1.0087685     -3.3459696      1.5114014     -1.8345682     -0.11485968     1728         
      1410   0.98976692    -3.3175732      1.482932      -1.8346412     -0.020289993    1728         
      1420   0.98266606    -3.3058023      1.4722931     -1.8335092      0.061290329    1728         
      1430   0.98571011    -3.3117543      1.4768539     -1.8349004      0.09572672     1728         
      1440   0.99214259    -3.3221097      1.4864914     -1.8356183      0.073699612    1728         
      1450   1.0226594     -3.3679489      1.5322136     -1.8357353     -0.058539616    1728         
      1460   0.99445859    -3.324702       1.4899614     -1.8347406      0.00078826444  1728         
      1470   0.99654486    -3.3277357      1.4930872     -1.8346486     -0.029601149    1728         
      1480   1.0060924     -3.3420135      1.507392      -1.8346215     -0.078813278    1728         
      1490   1.0006842     -3.3328838      1.499289      -1.8335948     -0.057169642    1728         
      1500   0.99752877    -3.3283793      1.4945613     -1.8338179     -0.027046493    1728         
      1510   0.98846945    -3.3142408      1.4809881     -1.8332527     -0.0024014179   1728         
      1520   1.0055523     -3.3403151      1.5065827     -1.8337325     -0.0851709      1728         
      1530   0.98762916    -3.3132299      1.4797291     -1.8335008     -0.038877902    1728         
      1540   0.97222516    -3.2907548      1.4566498     -1.834105       0.028594702    1728         
      1550   0.97049098    -3.2879361      1.4540516     -1.8338845      0.051144535    1728         
      1560   0.98386546    -3.3068748      1.4740901     -1.8327847      0.0084550826   1728         
      1570   0.99272948    -3.3203047      1.4873707     -1.832934      -0.012770498    1728         
      1580   0.98032681    -3.3018455      1.4687883     -1.8330573      0.037553226    1728         
      1590   1.0092599     -3.3453252      1.5121377     -1.8331876     -0.052045551    1728         
      1600   0.99127933    -3.3199017      1.485198      -1.8347037      0.015398097    1728         
      1610   0.99904534    -3.3311492      1.4968336     -1.8343156      0.008946368    1728         
      1620   0.99955633    -3.3318433      1.4975992     -1.8342441      0.032366555    1728         
      1630   0.9985667     -3.3307095      1.4961164     -1.8345931      0.060022664    1728         
      1640   0.99939623    -3.3318024      1.4973593     -1.8344432      0.062531256    1728         
      1650   1.0021632     -3.3365396      1.5015049     -1.8350347      0.046571195    1728         
      1660   0.99198644    -3.3199076      1.4862575     -1.8336502      0.071600298    1728         
      1670   0.99907154    -3.3313726      1.4968728     -1.8344998      0.028473993    1728         
      1680   1.0145117     -3.3545683      1.5200063     -1.834562      -0.034569361    1728         
      1690   0.99594804    -3.3264591      1.492193      -1.8342662      0.033331821    1728         
      1700   1.0059451     -3.3412148      1.5071713     -1.8340435     -0.0027355222   1728         
      1710   0.983664      -3.3072979      1.4737882     -1.8335097      0.057536527    1728         
      1720   0.99048767    -3.3179494      1.4840119     -1.8339375      0.023778764    1728         
      1730   1.0038301     -3.3378919      1.5040024     -1.8338896     -0.029938895    1728         
      1740   0.98277653    -3.3059126      1.4724586     -1.833454       0.058008393    1728         
      1750   0.99307155    -3.3212626      1.4878832     -1.8333794      0.035794844    1728         
      1760   0.98966162    -3.315774       1.4827743     -1.8329997      0.04286521     1728         
      1770   0.99560267    -3.3242386      1.4916755     -1.8325631      0.03138955     1728         
      1780   0.99224482    -3.319019       1.4866446     -1.8323744      0.041328037    1728         
      1790   1.0134386     -3.3512027      1.5183985     -1.8328042     -0.04618905     1728         
      1800   0.98840892    -3.3136881      1.4808974     -1.8327907      0.039031329    1728         
      1810   1.0010162     -3.3325464      1.4997865     -1.8327599      0.020535237    1728         
      1820   0.99490539    -3.3241084      1.4906308     -1.8334776      0.042936823    1728         
      1830   0.99868751    -3.329089       1.4962974     -1.8327915      0.02041281     1728         
      1840   1.0078953     -3.3426622      1.5100931     -1.8325692     -0.039940977    1728         
      1850   1.0013457     -3.3330935      1.5002801     -1.8328135     -0.052896716    1728         
      1860   1.0140917     -3.3519201      1.519377      -1.8325431     -0.11952243     1728         
      1870   1.0061295     -3.3397172      1.5074476     -1.8322697     -0.085276473    1728         
      1880   0.98465155    -3.3076036      1.4752679     -1.8323357      0.03673241     1728         
      1890   0.97414545    -3.2914039      1.4595269     -1.831877       0.10513165     1728         
      1900   0.98715341    -3.3117928      1.4790163     -1.8327765      0.05070311     1728         
      1910   0.99427732    -3.3224829      1.4896898     -1.8327931      0.0092075472   1728         
      1920   0.97917448    -3.3000566      1.4670618     -1.8329948      0.038081023    1728         
      1930   1.008974      -3.3456997      1.5117094     -1.8339903     -0.087769842    1728         
      1940   0.99510244    -3.3254623      1.490926      -1.8345363     -0.052000474    1728         
      1950   0.98365891    -3.3077685      1.4737806     -1.8339878     -0.01554884     1728         
      1960   1.011448      -3.3490587      1.5154161     -1.8336426     -0.093819682    1728         
      1970   1.0031427     -3.3369261      1.5029725     -1.8339536     -0.032694939    1728         
      1980   1.0075533     -3.3440417      1.5095808     -1.834461      -0.0063192125   1728         
      1990   0.99623163    -3.326737       1.4926179     -1.8341191      0.073826761    1728         
      2000   1.0083833     -3.3450394      1.5108243     -1.8342152      0.053358539    1728         
Loop time of 1.37574 on 1 procs for 2000 steps with 864 atoms

Performance: 628023.549 tau/day, 1453.758 timesteps/s, 1.256 Matom-step/s
100.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.66315    | 0.66315    | 0.66315    |   0.0 | 48.20
Neigh   | 0.39492    | 0.39492    | 0.39492    |   0.0 | 28.71
Comm    | 0.032423   | 0.032423   | 0.032423   |   0.0 |  2.36
Output  | 0.25914    | 0.25914    | 0.25914    |   0.0 | 18.84
Modify  | 0.01761    | 0.01761    | 0.01761    |   0.0 |  1.28
Other   |            | 0.008505   |            |       |  0.62

Nlocal:            864 ave         864 max         864 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           1924 ave        1924 max        1924 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:          19884 ave       19884 max       19884 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 19884
Ave neighs/atom = 23.013889
Neighbor list builds = 254
Dangerous builds = 0
Total wall time: 0:00:01
